Teks;Lokasi;Waktu;User;Label
"b'Bersih sekali wajahnya. Aku suka :"""" https://t.co/OKP6kMyuuT'";;05/11/18 10.23;ichiberiya;0
b'@mangoccino @wkwkmulu Adek mu profokator ki Cit.';;05/11/18 10.23;crxnberries;0
b'Gw sayang bgt sama changkyun ga ngerti lagi. Dia kecil bgt. Gemes. Pingin gw lindungi dari kejamnya dunia.';;05/11/18 10.23;gomawong_;0
"b'@choircho @aganahmadf @TirtoID Karena ga kompeten di bidang yg dibutuhkan mba(jumlah org ""berpendididkan"" di bidang ilmu yg slotnya kosong masih dikit, tapi demand nya tinggi &gt;&gt; akhirnya buka lowongan TKA karena mendesak).'";;05/11/18 10.23;astronmemories;0
b'@munfess banjir air mata woi elah baper';;05/11/18 10.23;sayangjongdae;0
b'@Julie_JKT48 Uwuwuwu luvchu';Ujung;05/11/18 10.23;ak19914750;0
b'monyeeeett https://t.co/mIbAXZxVGe';;05/11/18 10.23;1stKMINGYU;0
b'Jodoh. Ya itulah jodoh. Sejauh apapun kau mendorongnya menjauh, kalau ia jodohmu, ia pasti akan kembali padamu.';;05/11/18 10.23;chokyulate_kjw;0
b'Punya Anak Lagi Setelah 5 Tahun, Carissa Puteri Mengaku Banyak Lupa https://t.co/ijQsVAAze6';;05/11/18 10.23;AuraOnline;0
b'@poetricohr @gambarabstrak Oyang giya. \xf0\x9f\x98\x9f';;05/11/18 10.23;natrishadr;0
b'Kamu kok cantik sih aku iri deh sama kecantikan kamu \xe2\x80\x94 Makasih. https://t.co/xj7jilQYV9';;05/11/18 10.23;nabilapijar;0
b'@baeyoukhei Kamu tau pelakunya? Tegur aja orang mah tapi kalo aku sih udh gedor2 rumah asli pengen bacotin depan mukanya \xf0\x9f\x98\xad';;05/11/18 10.23;tuatuabucin;0
b'@RestyCayah Rencana somasi yang bilang HTI organisasi terlarang lanjut / batal ...om @Yusrilihza_Mhd';;05/11/18 10.23;Robihermawanblp;0
b'Itu yang LDR mau sampai kapan kayak gitu? Sampai salah satunya bosen trus putus?';;05/11/18 10.23;bayu_sindun;0
b'@ioori0 Lewat jalan tol dong biar lancar. :(\n\nTerus jawabnya ngarang bebas ya?';;05/11/18 10.23;faketoure;0
b'@oktaaog Kek eluuu. Dulu gainget tengah malem termehek-mehek \xf0\x9f\x98\x84\xf0\x9f\x98\x84';;05/11/18 10.23;indrianatan;0
b'Besok merupakan salah satu kegalauan besar dimana bingung mau nonton Timnas futsal dulu apa nonton di tv krna PSS juga main. Asuuw';;05/11/18 10.23;aminsuy;0
b'Southclub contact information album mantul sihhh';;05/11/18 10.23;dreamkeyW;0
b'2x tidur mimpiin dosen anu terus :(';;05/11/18 10.23;Adamgenaldy65;0
b'@lNDOMY @BTS_twt YA ALLAHHH JUNGKOOK AKHIRNYA KAMU DI NOTICE:\xe2\x80\x99)';;05/11/18 10.23;adorablejjk97;0
b'Pernah mendengar cerita yang sama, dan saya yakin Allah sudah menentukan jalan untuk itu. Jadi tidak usah ragu untuk bertahan dan membuat keputusan atau sebaliknya.';;05/11/18 10.23;mkadafiarsyad;0
b'@Pucchi_JKT48 GK LIAT SAYA GK LIAT ~';;05/11/18 10.23;farhanashiddiq;0
b'Ada yang nyari kosmetik? https://t.co/YFGjR6FvYz';Ngaglik;05/11/18 10.23;dian_ismy;0
b'@drsslmwld @partweetcipant Bentar2\nMaksudnya apaan sih :((';;05/11/18 10.23;Mbaang_;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;Nurull_Badree;0
b'@lNDOMY @BTS_twt Bayangin muka dek kuki';;05/11/18 10.23;triviarmyy;0
b'@maspiyuuu Lhaaaaa.... Kok begini ? Parak banget... Ajukan lagi banding... Klo perlu sampe kasasi..';;05/11/18 10.23;RakyatKritis;0
b'Waduh jangan gitu lah, saya mau lulus perguruan tinggi ini .. https://t.co/065kUL8T9j';;05/11/18 10.23;del_amire;0
b'@oktavoices Sore kak, admin cek paket kamu hari ini sedang dalam pengantaran ke alamat penerima. Mohon ditunggu kembali ya, estimasi maksimalnya hari ini kak. Trims ^Queen';;05/11/18 10.23;JNECare;0
b'@PradityaSIA01   Sore, Kak.  Langkah awal bisa Unplug / Lepas -Pasang Kabel Patch Cord ke ONT kabel yg berwarna kuning/biru (Tidak Perlu Restart Modem) ya Kak, silakan dicoba terlebih dahulu dan jika masih belum bisa infokan kami kembali Via DM ya Kak. Thanks - Dira';;05/11/18 10.23;TelkomCare;0
b'@newjaem YAUDAH KENALIN CHAN KEMBARAN FRATERNALNYA YUKHEI ALIAS LUCAS DAN CALON ISTRINYA MINGYU\n\nSIAPA DISANAAAAAH?';;05/11/18 10.23;Love_by_L;0
b'\xf0\x9f\x93\xb7 Instagram\n\xe3\x85\xa4\xe2\x86\xb3 sher.line';;05/11/18 10.23;daiybreak;0
b'@DMartasopa @kridamembran @VIVAcoid @sofyan_natsir Basi woy, basi, namanya visi misi itu satu per satu, tapi kalau tuduhan PKI kaya di atas itu munafik bgt';;05/11/18 10.23;EkoSiam;0
b'@antrzkdw COCIKKK';;05/11/18 10.23;auliyyyy;0
b'@fahmimaruf Lomba dadi MUA sisan wae';;05/11/18 10.23;Ichwan_AdityaW;0
b'Bismillah..\n\nProses gambar kujang, maung untuk iket sunda di mulai..\nTunggu tayang nya hanya di MS Collection.\nhttps://t.co/kFDJWqIJMM \xe2\x80\x94 di MS Collection https://t.co/eLEe8iCzcF';;05/11/18 10.23;MSCollection_;0
b'@anyafrnda Kenape';;05/11/18 10.23;ASHWONWOO;0
b'@tinybee83 @the_magdalene Sama banget kak. Anak baru masuk TK saya udah browsing SD swasta, soalnya sekarang rebutan banget yg pengen masukkin anaknya ke sekolah swasta';;05/11/18 10.23;sissassy;0
b'@askmenfess Nikahin w\n\nTapi bacot doang skrg sama yg lain gembel memang';;05/11/18 10.23;Citramfa;0
"b""It's hard to forget someone who gave you so much to remember""";;05/11/18 10.23;NZalfarini;0
b'@rlthingy anjeng wkkwkw';;05/11/18 10.23;wandamaulidyaj;0
b'Dari kening turun ke. +bibir. +leher. +gunung. Akhirnya ambles ke goa rimba. Wkwkkwkwk';;05/11/18 10.23;epon954;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;Nour_Yach;0
b'@rlthingy yang pake kerudung kaya fairy @Sheilarm_';Lowokwaru;05/11/18 10.23;winardhna;0
b'@tania_cantikk Hadir';Kemayoran;05/11/18 10.23;Adie50496284;0
b'@RahmahShofi Kalo karena tidur boleh?';;05/11/18 10.23;Isnan_29;0
b'Surabaya: 5:24pm: sunset';Tegalsari;05/11/18 10.23;SurabayaID;0
b'@tubirfess Ini tuh mksdnya kaya  beras gitu2. Bukan skincare atau barang impor lain.';;05/11/18 10.23;TiaMichiyofuji;0
b'@katiechia_ Memangnya kamu teman saya?';;05/11/18 10.23;adinda_mustanti;0
b'@nova_faricha mau pas jam 9 mbak aku rela mlipir indomaret demi goyang sopi';;05/11/18 10.23;AzmiMaulidah;0
b'@AfifFuadS Hahahaha...hidop waringggg';;05/11/18 10.23;herubadala;0
b'@achanJKT48 @officialJKT48 @traveloka Ketemu member bukannya pake duit\xf0\x9f\x98\x85';;05/11/18 10.23;oni1231;0
b'@hollaginger Sama sama \xf0\x9f\x92\x9c';;05/11/18 10.23;viaistae;0
b'@IgataNamotoe @fadlizon Kalau ada org bilang emakmu dengan kamu hanya beda 2th bener gak itu?\n\nTapi maaf saya gak terll kepo dengan garis keturunan anda, tetapi apabila anda orang indonesia lalu di bilang cina saya akan bela anda sebagai rakyat indonesia berdaulat tanpa melihat umur emak anada.';;05/11/18 10.23;MahaOleng;0
b'Tanggal muda yuk\nBO Jogja\nWA aja 0852 2868 9924\n#bispakjogja\n#BOJogja\n#bojogjaarea\n#bisyarjogja\n#wpjogja\n#availjogja\n#angeljogja\n#kimciljogja\n#lendirjogja\n#realbojogja\n#readyjogja\n#jogjanikmat\n#jogjabispak\n#jogjabo\n#jogjabisyar\n#jogjanakal\n#jogjabirahi\n#jogjalendir\n#bokinganjogja';;05/11/18 10.23;Anissa81668263;0
b'sing nomer 4 jan nggatheli\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/CL8aDJI52V';;05/11/18 10.23;bernatangg;0
b'@FOODFESS TAHU CRISPY';;05/11/18 10.23;bacoudh;0
b'@rlthingy Wajar, mental tiap orang beda beda. Gue dulu juga gampang nangis kalo dibentak tapi sejak ikut paskib pas sma yang sering dibentak-bentak jadi gak gampang nangis lagi.';;05/11/18 10.23;bucinnyasvt;0
b'@Rumbunisme @erizkatan @diikaa_tan Haayy\xf0\x9f\x99\x8b Hayy tayo.. Hay tayo \xf0\x9f\x9a\x8c\xf0\x9f\x9a\x8d';;05/11/18 10.23;jeningtyas_;0
b'@beauthingy THREADNYA PLISS. MUKA GUE JUGA GITU SOALNYA :(';;05/11/18 10.23;akumahapaan;0
b'@misyekira Eh, gue kan soft. Sembarangan aja lo.';;05/11/18 10.23;termantap;0
b'Oh ini jurusannya... \xf0\x9f\x98\x84 https://t.co/IFSAybgO8P';;05/11/18 10.23;fbajri;0
b'@jwonu1707 @jeonsnunaaa wkwkwkwk hayolohh\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';;05/11/18 10.23;puteriii9;0
b'@Dahnilanzar Kasus pak Novel Baswedan sengaja di Bungkam sama penguasa apakah kasus ini sengaja di hilangkan apa gmn @Dahnilanzar @fadlizon @fahrihamzah\n#2019PrabowoSandi \n#2019GantiPresiden';;05/11/18 10.23;TansahAdit;2
b'@rlthingy Punyanya sec acc, tp 65% isi fangirl an sisanya suka suka aq';;05/11/18 10.23;intanekaa28;0
b'@bankmandiri Kartu e-money berada di samping laptop\n#tebakanmandiri';;05/11/18 10.23;marthin_manalu1;0
b'\xe2\x80\x9cAku mau sixpack lagi kalo kamu udah mulai illfeel atau bosen gitu ke aku.\xe2\x80\x9d\n\xe2\x80\x9cLah kenapa gitu, kenapa ga dari sekarang aja?\xe2\x80\x9d\n\xe2\x80\x9cYa kalo sekarang kan kamu masih nerima aja, udah aku rencanain kayak gitu\xe2\x80\x9d\n\nLord, I freaking miss you @Aston28112943';;05/11/18 10.23;geyace;0
b'@adlswn LAIYO MAKANYA KAN KESEL AKU \xf0\x9f\x98\xad\nAku mengharapkan cerita yg versi barbie nya anjir malah zonk \xf0\x9f\x98\x82';Sidoarjo;05/11/18 10.23;AnindhitaAyesha;0
b'Ada yg punya akun Slowly?';;05/11/18 10.23;iamasifa;0
b'For Sale #IttaherlMoss50 Dusty Pink ukuran 37\n\nUntuk harga bisa langsung DM atau whatsapp 08179994609\n\nBisa melalui Shopee / Tokopedia / Bukalapak\n\n#ittaherl #ittaherlmoss #ittaherlmosscloud';;05/11/18 10.23;Softlenshop17;0
b'MINTIP https://t.co/Dymia9YafE';;05/11/18 10.23;amouvefati;0
b'@MilanEye Gattuso tar pulang2 jadi Muallaf.';;05/11/18 10.23;UdhyDoo;0
b'Pasukan emak-emak, mama muda milenial dan generasi muda kreatif bersatu dukung Jokowi. #PerempuanHebat01. #2019TetapJokowi';;05/11/18 10.23;AlifaIfarahm;1
b'@mybabyikon @mncmonicmnc @kangtaehyungs @PinkBluePurples @Bangtan06934904 @treverbfrank @Iovek00k @StreamRMsMono @ImadRoyal Kok kyk gk terima bgt klu LS di sukain banyak org ?? , pke nyamain intro awal sama puny peterpan , gk sadar taa salah satu intro lagu oppa ny sama kek punya bigbang';;05/11/18 10.23;yulviky;0
b'@deni_laffete @nel_asari Mas buruan mbak nela diajak nikah sih';;05/11/18 10.23;nverass_;0
b'@ciamikabiss @agnesloph hahah anda termasuk golongan kaum gagal fokus bu';;05/11/18 10.23;Istrisahkevin;0
b'@myleokid Haiiiiii';;05/11/18 10.23;jaehmin_;0
b'Program DP Rp0 Dinilai bukan Solusi Tuntas https://t.co/w05ASkJ8T4';;05/11/18 10.23;kaskus;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;MaesarohMustika;0
b'@hafifperdana @BadmintonTalk Siwei gak ada apa2 nya di md \xf0\x9f\x98\x82 tpi siapa tau skrg dpt pasangan yg pas buat dia wkwkwk.';;05/11/18 10.23;SurahmanAswin;0
b'@vodka_velvet siyaap kuy, ngopi onlen asik juga nich :3';;05/11/18 10.23;Ireneheveadi;0
b'@tubirfess Kaget tapi tetep mau nerima dia. Terus terima kasih sama dia soalnya udah mau jujur n terus terang kyk gitu';;05/11/18 10.23;netizenmagang;0
b'@fakelovedotcom kirain itu anuannya bembem';;05/11/18 10.23;roll35mm;0
b'pergi tanpa pesan. suatu hari akan coba ciptakan beragam alasan. namun tetap bukan jadi jawaban.';;05/11/18 10.23;ooo_noni;0
"b'Allahu akbar! Aku bertakbir terlalu kencang saat sujud, terlalu terkejut kepalaku membentur lantai masjid dengan suara keras karena bokongku ditendang seseorang. Sialan! Rasanya aku ingin sekali melihat siapa orangnya &amp; balas menendang. #RafflesiaArnoldii'";;05/11/18 10.23;ichantix;0
b'@FayaLusaka YAALLAHHHH ASFFHJKKAHAKNSHWKEQUW';;05/11/18 10.23;mooie_ke;0
b'@rlthingy2 Iya alhamdulillah';;05/11/18 10.23;khairunnisa_rr;0
b'@arifanuryani_ @SulamitCosmetic Aku ngiler lipennya nih. Ke blog ah';;05/11/18 10.23;dian_ismy;0
"b'""Seorang Hunter yang tangguh adalah orang yang memiliki insting yang tajam"" - Kaito #TulisanAnime'";;05/11/18 10.23;Alfarestaat_ID;0
b'@Misbah58 @Recehin_Aja Hirup aja kalau kentutmu oksigen . Atau masukin tabung oksigen trus jual, mahal tuh .';;05/11/18 10.23;LfanALfan;0
b'@schroblinger Seluruh dunia, termasuk di ... Ah, sudahlah.';;05/11/18 10.23;IFnubia;0
b'@mery_liem hah? apaan tuh? ah apaan ya? wkwkwkwk';;05/11/18 10.23;Stxrmiee;0
b'Baru tanggal 5 badan ku udah pegel ga karuan';;05/11/18 10.23;ridzky__;0
b'-______-';;05/11/18 10.23;Irquoispliskin;0
b'@bbaebyboo Oke gapapa^^';;05/11/18 10.23;Syaaa_2033;0
b'Pendiri Lion Air Rusdi Kirana Diminta Berdiri Menghadap Keluarga Korban https://t.co/qwo0dkD4bj';;05/11/18 10.23;liputan6dotcom;0
b'@ArekGate21 @persebayaupdate Lanjutkan cak \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc';;05/11/18 10.23;ditaovia;0
b'@MillatiKhanifa pulang kampoeng plis deh';;05/11/18 10.23;erzaliaffff;0
b'@OnesSinus @DodiFebriansya8 Bisa juga ka #SeninJempol';;05/11/18 10.23;Saada34695265;0
b'@staywithcy \xf0\x9f\x98\x82\xf0\x9f\x98\x82 justru pembagian line part nya improve bingits';;05/11/18 10.23;bucinbaekhyun;0
b'Teman yg baik takkan menjatuhkan, mereka tau bgmn mengulurkan tangannya u/ membantu sahabatnya ketika dlm kesusahan.';;05/11/18 10.23;AlciaTT;0
b'Menyoal Perlindungan Perempuan dan Anak, Liestiaty F Nurdin Minta P2TP2A SulSel Libatkan Muballigh https://t.co/lKnYwo07RJ';;05/11/18 10.23;Ambaeexe;0
b'@satvrnous DuH gA liKe, lIkEnya yg ReAlisTis';;05/11/18 10.23;Satetusuck;0
b'@dkaikaokan Matw lu jelalatan siiiy';;05/11/18 10.23;rizkiriendi;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;lestaritutti;0
b'@fataa_khairul Kangen lu tam, pasca lu lulus malang jadi sepi wkwk';;05/11/18 10.23;barizhilmi;0
b'@elpurba15 @Mey_MeynieJ @Kemenag_RI @TjahjoKumolo @Kemendagri_RI @jokowi Yah. Kan ada yang memang delusional. Delusi dizolimi.\n\nItulah mengapa #kesehatanjiwa = penting.';;05/11/18 10.23;ratihibrahim;1
b'Nabung juga tida membuat kaya mz. hehe.. https://t.co/cWThBh8ul5';;05/11/18 10.23;Aditya_TheBilly;0
b'@auliaputri____ Untung kita ga jadi keluar kan :)';;05/11/18 10.23;theresia_brt;0
b'@nibcotine | Abaangg,  mau nanyaa dong';;05/11/18 10.23;Phrometazine;0
b'@hwangjseph Iya tunggu aja w masuk line up jypngg';;05/11/18 10.23;terchangbin;0
b'HNW Test Hafalan UUD NRI 1945 di SDIT Ar Rahman https://t.co/pr0xB5u6sA';;05/11/18 10.23;inilahdotcom;0
b'Seorang pemenang takkan pernah berhenti untuk berusaha dan orang yang berhenti untuk berusaha takkan menjadi seorang pemenang #muchomania #waralaba_minuman';;05/11/18 10.23;Muchomania;0
"b""tp gpp saya tydac takut wkwk bcs poor you... still can't move on from ur past""";Wagir;05/11/18 10.23;ohhannie_;0
"b'@s66saw iya lah jarang sekali aku dipanggil kak:"")\ntp kerasanya beda gitu wkwk'";;05/11/18 10.23;jisass_;0
b'badan ini mulai panasssss.... duh msh lama ini timer buat minum obat bunyiiiii';;05/11/18 10.23;Tantri_dR;0
b'Masih menunggu penjelasan beliau. \n\nKalau benar maka Keluarga Besar Bulan Bintang sudah dikhianati';;05/11/18 10.23;aliwardi;0
"b'@yantiyuliantini Kenapa gak ""don\'t stop me now""'";;05/11/18 10.23;ZkyDwi;0
b'@munfess BAGUS BGT GILEEE KAMU HARUS NONTON';;05/11/18 10.23;sayangjongdae;0
b'Aku sudah oke, soalnya sudah doyan makan \xf0\x9f\x98\xac\xf0\x9f\x98\xac\xf0\x9f\x98\xac\nKemaren lemes bener ga makan \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85';;05/11/18 10.23;cehaazzizah;0
b'@ShopeeID iya, sy sdh hapus cache, saya clear data, bahkan sdh saya update ke versi trbaru tetap tdk bisa. Memang mslhnya dmana lg ya??';;05/11/18 10.23;marcelinaselly_;0
b'@aryalnazry Jelasss werrrr sudah hampir malam,,';Sukra 2;05/11/18 10.23;adeemulya;0
b'Polarization ( Waves ) ?\nhttps://t.co/ILJN1L2oXq';Kramat Jati;05/11/18 10.23;hudrihidayat;0
"b""@HayleyMulch Kinda sad because it's the penultimate race week, but yeah I felt burnout at the third week of the triple header""";;05/11/18 10.23;MHilmyFauzi666;0
b'@eae18 87% mengkerut seperti kerupuk kena air';;05/11/18 10.23;shobirin_banjar;0
b'Hasil seri A giornata 11.\n\n#RR';;05/11/18 10.23;1897_UJI;0
b'bacot';;05/11/18 10.23;NZeane;0
b'Blitar kabare udan, gak ngelep banyu maneh....';;05/11/18 10.23;hayadi1;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;Is_Anie;0
b'@awskt Kipas angin does';;05/11/18 10.23;kholisaqolbiana;0
b'@andriastarege @ZamiFahri Bang sndri ndak pernah berubah yah, masih sejahil dulu.';;05/11/18 10.23;Kkrtyka_;0
b'Bapa sih asal bunyi aja, orang punya perasaan kali .. https://t.co/w6OqtnXvNK';;05/11/18 10.23;riskikarawang;0
b'Akses terhadap komunikasi dan teknologi jelas menopang produktivitas. Kita semua sudah sama-sama tahu: industri kreatif, start up berbasis teknologi tumbuh subur dan didukung kebijakan yang kondusif era Jokowi ini. #SeninJempol';;05/11/18 10.23;harun_niam;1
"b'Meresahkan warga Tanah Merah, Tim Buru Sergap (Buser) Puma Mapolsek Nunukan mengamankan 12 ""pocong"". Siapa sih 12 pocong yang dimaksud?\n\nhttps://t.co/HtWNI8r4NU'";;05/11/18 10.23;kompascom;0
b'Yg pasti harus keturunan orang yg jelas dan punya riwayat yg baik. https://t.co/idBThRh43u';;05/11/18 10.23;kali_wono;0
b'@educationfess Ingatlah selalu orangtua mu ketika lelah belajar, mereka bekerja keras biar bisa nyekolahin kamu, kamu gamau bikin mereka kecewa kan? Ayoo semangat belajarnya, tingkatkan terus nilai kamu, kalau kamu sukses nanti pasti orang tua mu bangga memiliki anak seperti mu\xe2\x9d\xa3\xef\xb8\x8f Semangaattttt';;05/11/18 10.23;wndysc_;0
b'Hari ini milikku. Pun esok yang masih terbentang. Semangat Indonesia harus tetap menyala. Disini, diurat darahku.#terpopuler';;05/11/18 10.23;Ikirental;0
b'@AkmaKirana Assalamualaikum';;05/11/18 10.23;zulfikarzat31;0
b'@apiptea Demi menjaga kerahasiaan data peserta, bisa diinformasikan NIK/Nomor kartu JKN-KIS, tanggal lahir dan nama lengkap melalui DM. -ra';;05/11/18 10.23;BPJSKesehatanRI;0
b'@SpeakWritePlay D)';;05/11/18 10.23;Nurjama40635627;0
b'@129hoonie @diarybroduce Seriuss w ga ngerti :(';;05/11/18 10.23;mscdngzxaiy;0
b'@18autobase Anniv bukannya setaun...';;05/11/18 10.23;AldiNugrahaha;0
b'@Catur_HS Tinggal berdiri. Obati lukanya. Lalu berlari lagi.';;05/11/18 10.23;SitiMary_am;0
b'Kalian jangan khawatir, aku hanya lelah dan butuh istirahat. Udah itu aja';Lowokwaru;05/11/18 10.23;LaelaAzza;0
b'@iKONICfess Why chanu shooo henseemm whaayyy\xf0\x9f\x98\xad\xf0\x9f\x98\xad';;05/11/18 10.23;agaragii;0
b'@berlianaao -- @berlianaao terlebih dahulu dan kalau nominal yang perlu dibayarkan masih kurang, dana akan ditarik dari OVO Cash. Lengkapnya bisa cek link ini ya https://t.co/PmXaj3mokF. Trims';;05/11/18 10.23;TokopediaCare;0
b'LADIES NIGHT...GRATIIISS 1 BOTOL\n UNTUK 1 GROUP CEWE TERDIRI DARI MINIMUM 5 CEWE\nDARI JAM 20.00 S/D 22.00\nEVERY MONDAY\n@9Square_Bar\n.\n.\n.\n\nFor more info and RSVP please call :\nPhone\xe2\x80\xa6 https://t.co/o7sVVWel44';Bandung Wetan;05/11/18 10.23;9Square_Bar;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;irmafujias;0
b'hujan dongs';;05/11/18 10.23;latitudce;0
b'@NurulAnatii Boleh baby sayang \xf0\x9f\x98\x8a';;05/11/18 10.23;mukhlisdoh;0
b'@Gwiyeomdongie cowo biasanya malu malu gitu teh, mudah mudahan nanti kefoto\n\nrambutku belum disisir saking riweuh bawa bayi wjwkwkwk';Coblong;05/11/18 10.23;biskuitmilna;0
b'@Deaguapo Tapi aku pasti tidur kalo habis gitu :(';;05/11/18 10.23;rifqi_bre;0
b'Pengen dolan ning sekaten, murah meriah.';;05/11/18 10.23;rizalgilla;0
b'yg mendung langit, aku yg nangis masa \xf0\x9f\x98\xa2\xf0\x9f\x98\xad';;05/11/18 10.23;putriagpraaa;0
b'@detikcom Langsung di embargo';;05/11/18 10.23;poo_lost;0
b'@aburasyid13 @ISudardjat Kalo itu bukan blunder tp bunuh diri';;05/11/18 10.23;irsyad0511;0
b'@rlthingy Wajar ...\ngue juga kayak gitu. Walaupun kdg gak sampe nangis,tp dlm hati udh keki bgt sumpeh';;05/11/18 10.23;marinaflt98;0
b'@sofianifdh Ini pasti mirip kisah hidupmu ya sof \xf0\x9f\x98\x82';;05/11/18 10.23;Mockingjay3031;0
b'@qieqieta Bli dmana conk?';;05/11/18 10.23;AiiyuPurnama;0
b'@detikcom @bambangelf Masa bodoh,, Selamat Tinggal PBB';;05/11/18 10.23;leoagus13181755;0
b'@TelkomCare Kan sudah saya info';;05/11/18 10.23;MAMANSUMANTRISY;0
b'Turunkan Harga Roti, Pemerintah Sudan Naikkan Subsidi Tepung 40 Persen https://t.co/RDB6KhNhtN';;05/11/18 10.23;beritaislamku;0
b'@Ferdinand_Haean Kowe sak konco2mu iku om...';;05/11/18 10.23;KahyanganWong;0
b'\xe2\x98\xba';;05/11/18 10.23;nengkec33;0
b'Koo gua akhir akhir ini kepikiran dia ya, ini bener atau cuman butuh aja ya';;05/11/18 10.23;therealdankris;0
b'@ikhsanhdy Gak lolos san...';;05/11/18 10.23;lahika93;0
"b""Le me when someone says 'lo nggak ngantuk dok?' https://t.co/tBtcQOmLNX""";;05/11/18 10.23;dokdokow;0
b'@baktisubagja93 @YamahaIndonesia Hadooh bro, kbeli nmax ko ngeluh pertamax Mahal, tenang aj bro pertamax biae mahalan dikit tpi berkualitas ko sesuai sm nmax yg minimum Ron 92';;05/11/18 10.23;GibraNiaLuv;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;GemmyPutri;0
b'@qiqioo @DUALIPA @AndreaBocelli Enough crying. Let\xe2\x80\x99s laugh! So hard! For no reason!';;05/11/18 10.23;arah_hadi;0
b'@djoeangboeng [ hati-hati jatuh... ]';;05/11/18 10.23;chickensmine;0
b'@yeahmahasiswa Bolong bolong hari kuliahnya itu ada maksut tertentu. Di dunia ini gak ada yang gratis';;05/11/18 10.23;muktiaw_;0
b'@educationfess Semangattt!! Coba kamu pinjem sama kakel kamu yang lulus sbm tahun ini. Siapa tau masih disimpennn. Yaa walaupun sbm2018 sih tp gpp buat belajar';;05/11/18 10.23;dikeaseilla;0
b'@dimasbagushadi Halah gancet';;05/11/18 10.23;dammardiansyah;0
b'Capek delusi ini jiwa~';;05/11/18 10.23;yamakenn_;0
b'@zarramelsya Wohoooooooooooo';;05/11/18 10.23;dstnds;0
b'Bagaimana perasaan Ahmad Yani yang pilih pindah ke pbb karna tak sejalan dgn ppp? https://t.co/3cQRKNrF7i';;05/11/18 10.23;NabilForzaMilan;0
b'@indomymenfess Kuys merapat nder';;05/11/18 10.23;joonseok__;0
b'Sudah tidak leluasa glundang glundung di amben \xf0\x9f\x98\xa2';;05/11/18 10.23;anggitazas;0
